;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;BIER;MFG;BGE;LMP;GAZA;KPÖ;KEINE;
G70621;St. Anton am Arlberg;1673;1263;10;1253;604;85;216;81;202;36;5;;7;0;11;6;
G70622;Schönwies;1378;1036;6;1030;312;246;286;47;80;27;4;;3;1;13;11;
G70623;See;940;729;2;727;370;46;221;17;50;11;0;;0;1;9;2;
G70624;Serfaus;859;616;4;612;291;55;125;33;67;27;1;;0;0;9;4;
G70625;Spiss;70;51;0;51;10;0;34;2;3;1;0;;0;0;1;0;
G70626;Stanz bei Landeck;473;343;2;341;135;59;65;28;32;11;2;;4;0;4;1;
G70627;Strengen;950;722;10;712;237;120;232;26;58;16;1;;6;0;13;3;
G70628;Tobadill;399;318;4;314;160;31;68;16;21;4;4;;4;0;4;2;
G70629;Tösens;566;371;1;370;131;27;152;15;23;10;2;;1;0;3;6;
G70630;Zams;2739;1976;12;1964;645;373;427;163;244;36;10;;15;5;35;11;
G70699;Wahlkarten - Landeck;0;735;10;725;229;149;143;43;100;30;3;;5;1;13;9;
G70700;Lienz;39250;29491;282;29209;11560;3092;8772;1714;2426;818;100;;108;30;406;183;
G70701;Abfaltersbach;520;411;3;408;243;16;86;21;23;12;0;;2;0;4;1;
G70702;Ainet;752;561;6;555;215;51;194;26;37;11;1;;0;5;11;4;
G70703;Amlach;404;298;1;297;97;35;114;17;19;10;0;;3;0;1;1;
G70704;Anras;963;745;6;739;409;48;168;36;39;24;3;;1;0;8;3;
G70705;Assling;1394;1128;19;1109;519;93;281;88;74;24;3;;2;2;16;7;
G70706;Außervillgraten;610;454;1;453;279;36;84;14;30;7;0;;0;0;2;1;
G70707;Dölsach;1860;1374;20;1354;422;174;524;64;106;30;6;;5;1;14;8;
G70708;Gaimberg;710;571;5;566;223;58;142;42;62;12;5;;1;1;15;5;
G70709;Hopfgarten in Defereggen;552;415;3;412;226;17;115;14;24;7;0;;5;0;4;0;
G70710;Innervillgraten;749;571;6;565;340;20;149;12;15;16;1;;1;0;4;7;
G70711;Iselsberg-Stronach;480;355;4;351;132;24;124;18;26;12;0;;2;0;9;4;
G70712;Kals am Großglockner;897;689;10;679;281;48;239;20;50;25;2;;3;0;6;5;
G70713;Kartitsch;613;437;4;433;271;29;83;10;26;6;1;;0;0;6;1;
G70714;Lavant;262;203;0;203;74;13;77;11;13;4;2;;3;0;4;2;
G70715;Leisach;592;440;12;428;165;58;102;32;40;16;1;;0;1;11;2;
G70716;Lienz;9416;6495;48;6447;1918;1065;1790;591;662;181;33;;32;5;128;42;
G70717;Matrei in Osttirol;3808;2719;24;2695;883;200;1116;112;245;73;6;;5;1;32;22;
G70718;Nikolsdorf;685;544;8;536;215;82;148;25;40;7;3;;0;1;8;7;
G70719;Nußdorf-Debant;2758;2016;15;2001;602;300;669;116;178;60;11;;6;6;37;16;
G70720;Oberlienz;1231;912;9;903;383;87;265;46;68;28;5;;4;0;13;4;
G70721;Obertilliach;575;429;6;423;273;11;93;7;24;9;0;;2;0;2;2;
G70723;Prägraten am Großvenediger;941;682;2;680;353;28;230;18;29;13;0;;0;0;6;3;
G70724;St. Jakob in Defereggen;677;551;6;545;329;25;93;19;57;19;1;;0;0;2;0;
G70725;St. Johann im Walde;231;180;1;179;83;7;68;0;11;3;3;;2;0;2;0;
G70726;St. Veit in Defereggen;521;378;5;373;170;26;107;16;34;15;0;;1;0;4;0;
G70727;Schlaiten;390;296;6;290;120;23;107;10;12;12;1;;1;1;3;0;
G70728;Sillian;1562;1180;8;1172;581;111;277;54;95;27;3;;4;0;14;6;
G70729;Strassen;622;457;6;451;265;39;66;32;33;8;1;;2;0;3;2;
G70731;Thurn;533;419;1;418;186;20;109;43;43;11;0;;1;0;1;4;
G70732;Tristach;1219;929;2;927;375;109;234;62;89;33;2;;7;2;7;7;
G70733;Untertilliach;178;115;1;114;62;6;29;4;7;4;0;;0;0;1;1;
G70734;Virgen;1774;1252;19;1233;378;86;587;34;73;52;2;;3;0;12;6;
G70735;Heinfels;771;592;5;587;283;49;139;30;54;17;2;;1;1;6;5;
G70799;Wahlkarten - Lienz;0;693;10;683;205;98;163;70;88;30;2;;9;3;10;5;
G70800;Reutte;22380;16460;119;16341;5871;2072;4520;1050;1707;499;77;;107;71;247;120;
G70801;Bach;502;399;6;393;155;31;135;9;38;16;0;;2;1;5;1;
G70802;Berwang;413;325;4;321;138;31;63;18;51;10;1;;2;0;3;4;
G70803;Biberwier;448;328;2;326;117;37;82;22;51;10;0;;0;0;5;2;
G70804;Bichlbach;535;374;1;373;145;42;97;21;35;21;0;;5;0;2;5;
G70805;Breitenwang;1034;753;5;748;219;128;154;86;86;35;3;;5;4;18;10;
G70806;Ehenbichl;593;427;2;425;133;67;119;37;55;6;2;;2;1;2;1;
G70807;Ehrwald;1635;1153;8;1145;401;125;348;53;142;38;2;;7;0;22;7;
G70808;Elbigenalp;647;512;5;507;227;38;157;20;43;12;0;;1;0;5;4;
G70809;Elmen;296;230;1;229;109;24;49;14;23;8;0;;0;0;2;0;
G70810;Forchach;193;161;1;160;71;20;42;2;10;2;0;;7;0;4;2;
G70811;Grän;372;274;1;273;149;10;57;9;36;8;0;;0;0;2;2;
G70812;Gramais;33;27;0;27;25;0;0;0;0;1;0;;0;0;1;0;
G70813;Häselgehr;515;388;2;386;151;37;144;18;13;7;7;;4;0;3;2;
G70814;Heiterwang;408;317;2;315;108;37;101;19;34;8;1;;0;0;5;2;
G70815;Hinterhornbach;69;60;2;58;42;1;13;0;0;0;2;;0;0;0;0;
G70816;Höfen;935;681;3;678;248;93;195;40;67;16;5;;3;0;9;2;
G70817;Holzgau;284;222;3;219;108;14;65;4;23;2;0;;2;0;0;1;
G70818;Jungholz;88;76;0;76;59;2;7;2;4;0;0;;0;0;0;2;
G70819;Kaisers;56;51;3;48;20;3;15;1;4;1;1;;1;0;2;0;
G70820;Lechaschau;1424;1021;7;1014;326;145;279;89;112;19;2;;17;5;16;4;
G70821;Lermoos;742;560;5;555;214;51;175;33;50;17;3;;0;0;7;5;
G70822;Musau;285;211;2;209;72;37;63;4;23;7;1;;0;0;1;1;
G70823;Namlos;49;40;0;40;22;1;12;2;1;0;0;;0;0;0;2;
G70824;Nesselwängle;306;214;2;212;103;13;45;10;20;10;3;;1;1;4;2;
G70825;Pfafflar;68;42;0;42;23;1;11;4;2;0;1;;0;0;0;0;
G70826;Pflach;1012;704;4;700;212;124;196;40;80;17;6;;2;0;16;7;
G70827;Pinswang;263;199;2;197;68;24;46;13;25;7;5;;2;0;1;6;
G70828;Reutte;4266;2658;10;2648;675;516;723;233;291;73;11;;18;57;45;6;
G70829;Schattwald;283;226;4;222;107;11;37;21;28;13;2;;2;0;1;0;
G70830;Stanzach;382;285;4;281;101;22;93;12;34;10;1;;1;1;2;4;
G70831;Steeg;512;385;3;382;200;16;98;13;37;8;0;;0;0;6;4;
G70832;Tannheim;708;490;3;487;215;38;147;22;43;14;3;;0;0;3;2;
G70833;Vils;997;686;5;681;277;79;158;47;59;23;1;;5;0;21;11;
G70834;Vorderhornbach;215;165;1;164;74;20;42;10;13;1;0;;3;0;1;0;
G70835;Wängle;680;535;4;531;182;56;150;42;51;27;2;;4;0;10;7;
G70836;Weißenbach am Lech;964;674;9;665;143;111;268;26;57;26;6;;7;1;16;4;
G70837;Zöblen;168;142;0;142;80;3;33;12;9;2;0;;1;0;1;1;
G70899;Wahlkarten - Reutte;0;465;3;462;152;64;101;42;57;24;6;;3;0;6;7;
G70900;Schwaz;61513;45481;299;45182;14679;5953;15396;2495;4105;926;197;;213;261;745;212;
G70901;Achenkirch;1500;1081;2;1079;415;94;392;25;103;18;4;;5;2;16;5;
G70902;Aschau im Zillertal;1335;936;9;927;352;76;352;37;78;15;3;;3;0;7;4;
G70903;Brandberg;287;214;2;212;98;13;80;1;19;0;0;;0;0;1;0;
G70904;Bruck am Ziller;896;693;5;688;274;47;269;21;48;16;2;;0;0;9;2;
G70905;Buch in Tirol;2000;1481;9;1472;410;194;580;85;125;26;6;;3;2;36;5;
G70907;Eben am Achensee;2183;1617;4;1613;569;169;511;109;185;33;7;;9;1;10;10;
G70908;Finkenberg;1050;794;2;792;320;94;256;22;72;12;1;;2;0;7;6;
G70909;Fügen;2798;1860;10;1850;554;248;689;80;174;51;10;;5;4;25;10;
G70910;Fügenberg;1113;801;9;792;264;68;338;39;56;13;3;;6;0;4;1;
G70911;Gallzein;510;398;5;393;108;25;202;10;28;5;2;;3;0;7;3;
G70912;Gerlos;561;465;2;463;263;34;109;4;43;4;3;;1;0;1;1;
G70913;Gerlosberg;376;274;1;273;84;9;159;3;11;0;1;;1;0;3;2;
G70914;Hainzenberg;550;394;1;393;148;38;157;8;18;13;0;;1;0;7;3;
G70915;Hart im Zillertal;1244;823;3;820;278;78;335;40;58;16;3;;3;0;6;3;
G70916;Hippach;1095;763;4;759;385;46;248;11;42;12;5;;1;0;5;4;
G70917;Jenbach;4934;3310;22;3288;723;649;1154;204;258;88;18;;15;80;84;15;
G70918;Kaltenbach;872;625;6;619;180;81;261;23;41;7;6;;3;5;10;2;
G70920;Mayrhofen;2503;1777;9;1768;715;148;481;109;231;54;2;;7;0;13;8;
G70921;Pill;947;751;5;746;247;79;306;46;40;15;1;;0;1;11;0;
G70922;Ramsau im Zillertal;1238;937;5;932;332;76;372;35;73;21;1;;6;0;11;5;
G70923;Ried im Zillertal;900;661;7;654;235;70;215;18;62;25;3;;2;2;16;6;
G70924;Rohrberg;440;335;0;335;118;38;147;9;18;1;1;;0;0;1;2;
G70925;Schlitters;1085;773;12;761;229;68;329;27;65;13;4;;2;13;6;5;
G70926;Schwaz;10060;6936;55;6881;1644;1459;2011;611;672;123;28;;39;84;178;32;
G70927;Schwendau;1276;922;6;916;360;72;337;34;66;24;1;;3;0;7;12;
G70928;Stans;1630;1276;12;1264;427;157;380;83;144;25;7;;11;6;15;9;
G70929;Steinberg am Rofan;208;160;3;157;79;3;65;2;7;1;0;;0;0;0;0;
G70930;Strass im Zillertal;651;498;2;496;164;71;160;29;45;9;3;;3;1;11;0;
G70931;Stumm;1454;1054;14;1040;373;110;344;57;108;25;5;;3;0;9;6;
G70932;Stummerberg;704;485;1;484;195;27;223;6;21;3;2;;0;1;3;3;
G70933;Terfens;1697;1347;3;1344;416;151;389;105;168;37;9;;11;3;46;9;
G70934;Tux;1330;1026;11;1015;503;93;265;30;74;21;8;;4;0;16;1;
G70935;Uderns;1439;1013;7;1006;259;146;415;47;84;18;3;;7;9;16;2;
G70936;Vomp;3903;2924;15;2909;927;440;861;208;290;55;9;;16;38;56;9;
G70937;Weer;1313;985;2;983;306;153;299;75;80;16;17;;12;0;22;3;
G70938;Weerberg;1954;1480;15;1465;639;136;461;60;110;18;6;;7;3;16;9;
G70939;Wiesing;1687;1308;5;1303;345;198;481;61;151;21;4;;10;3;21;8;
G70940;Zell am Ziller;1283;881;7;874;322;110;310;39;69;15;1;;3;0;4;1;
G70941;Zellberg;507;402;1;401;138;24;189;10;28;7;1;;1;1;1;1;
G70999;Wahlkarten - Schwaz;0;1021;6;1015;281;161;264;72;140;50;7;;5;2;28;5;
G80000;Vorarlberg;276039;198310;1042;197268;57435;25828;53509;22414;24931;4692;1110;;1474;1768;2972;1135;
G80099;Wahlkarten - Vorarlberg;0;11;11;0;0;0;0;0;0;0;0;;0;0;0;0;
G8A000;Vorarlberg Nord;153345;108733;529;108204;32390;13901;28493;12473;13844;2456;563;;699;1198;1618;569;
G8A099;Wahlkarten - Vorarlberg Nord;0;425;1;424;59;111;51;73;85;10;4;;4;3;21;3;
G8B000;Vorarlberg Süd;122694;89566;502;89064;25045;11927;25016;9941;11087;2236;547;;775;570;1354;566;
G8B099;Wahlkarten - Vorarlberg Süd;0;249;1;248;42;48;41;55;33;10;0;;0;1;15;3;
G80100;Bludenz;45303;33911;205;33706;10105;4754;9969;3000;3842;803;169;;314;145;422;183;
G80101;Bartholomäberg;1752;1335;5;1330;483;133;452;75;102;42;9;;16;0;11;7;
G80102;Blons;262;212;4;208;102;7;47;15;27;7;1;;2;0;0;0;
G80103;Bludenz;9327;6029;39;5990;1546;1238;1696;579;571;127;27;;42;47;91;26;
G80104;Bludesch;1650;1149;6;1143;252;169;367;123;137;22;8;;12;21;20;12;
G80105;Brand;470;363;2;361;144;21;93;36;56;4;1;;1;0;5;0;
G80106;Bürs;2266;1524;10;1514;384;290;448;157;141;37;9;;11;8;19;10;
G80107;Bürserberg;447;325;0;325;102;35;119;19;37;3;0;;3;0;6;1;
G80108;Dalaas;1129;871;2;869;215;130;289;65;118;16;1;;12;0;15;8;
G80109;Fontanella;333;262;1;261;174;6;40;8;31;0;0;;2;0;0;0;
G80110;Gaschurn;1076;819;1;818;262;103;309;31;60;24;10;;8;1;7;3;
G80111;Innerbraz;779;613;5;608;165;107;165;58;76;21;1;;5;0;6;4;
G80112;Klösterle;453;339;4;335;136;39;86;18;41;4;0;;1;0;7;3;
G80113;Lech;1088;843;5;838;433;31;92;61;195;14;1;;2;2;3;4;
G80114;Lorüns;204;168;4;164;59;23;40;14;22;1;1;;1;0;3;0;
G80115;Ludesch;2542;1765;12;1753;438;195;590;204;189;49;13;;25;13;22;15;
G80116;Nenzing;4616;3257;18;3239;863;424;1138;247;351;86;10;;26;24;56;14;
G80117;Nüziders;3739;2798;21;2777;782;511;678;287;357;65;15;;34;6;30;12;
G80118;Raggal;672;500;7;493;214;22;106;52;72;12;4;;2;0;7;2;
G80119;St. Anton im Montafon;538;387;1;386;104;65;116;32;43;12;3;;2;1;6;2;
G80120;St. Gallenkirch;1669;1224;3;1221;375;164;443;53;130;24;7;;6;1;13;5;
G80121;St. Gerold;282;199;1;198;63;8;73;18;20;4;4;;4;1;0;3;
G80122;Schruns;2738;1936;14;1922;655;208;517;198;240;39;13;;16;3;27;6;
G80123;Silbertal;662;499;1;498;178;50;197;18;30;5;6;;9;0;2;3;
G80124;Sonntag;475;355;6;349;186;17;73;17;31;12;3;;4;0;0;6;
G80125;Stallehr;213;169;1;168;60;20;51;10;19;1;1;;2;0;3;1;
G80126;Thüringen;1688;1234;7;1227;382;128;304;174;156;37;5;;14;6;12;9;
G80127;Thüringerberg;561;421;5;416;152;37;109;36;63;11;1;;4;1;0;2;
G80128;Tschagguns;1623;1196;3;1193;395;109;433;85;115;31;0;;11;1;9;4;
G80129;Vandans;2049;1542;7;1535;402;202;560;110;178;36;6;;6;0;22;13;
G80199;Wahlkarten - Bludenz;0;1577;10;1567;399;262;338;200;234;57;9;;31;9;20;8;
G80200;Bregenz;91993;66857;331;66526;21548;8079;16900;7381;8517;1470;344;;456;605;913;313;
G80201;Alberschwende;2459;1941;11;1930;702;136;482;239;253;44;12;;19;5;28;10;
G80202;Andelsbuch;1879;1384;12;1372;603;90;242;181;190;27;6;;24;0;8;1;
G80203;Au;1371;1004;4;1000;475;37;256;62;135;17;4;;2;0;5;7;
G80204;Bezau;1457;1004;6;998;445;46;190;129;144;19;6;;6;2;10;1;
G80205;Bildstein;607;463;2;461;174;39;148;26;43;9;11;;4;1;3;3;
G80206;Bizau;795;548;0;548;256;22;120;67;70;4;2;;1;0;6;0;
G80207;Bregenz;18262;11552;64;11488;2939;2287;2704;1471;1296;206;43;;69;195;231;47;
G80208;Buch;463;371;1;370;143;20;113;29;41;8;3;;4;0;6;3;
G80209;Damüls;227;193;2;191;126;6;17;12;28;0;2;;0;0;0;0;
G80210;Doren;764;614;2;612;262;28;180;38;73;17;3;;7;0;2;2;
G80211;Egg;2755;1957;19;1938;841;92;435;183;268;55;11;;17;1;17;18;
G80212;Eichenberg;275;202;2;200;103;9;48;13;18;2;1;;2;0;3;1;
G80213;Fußach;2774;1970;8;1962;477;308;662;165;216;43;8;;11;32;33;7;
G80214;Gaißau;1355;993;5;988;318;115;300;92;97;34;2;;7;7;14;2;
G80215;Hard;9214;6254;27;6227;1665;994;1594;703;820;173;30;;47;84;88;29;
G80216;Hittisau;1413;1053;6;1047;379;62;321;113;125;24;3;;3;1;10;6;
G80217;Höchst;5918;3965;19;3946;1148;484;1137;424;481;92;24;;33;68;39;16;
G80218;Hörbranz;4533;3286;22;3264;952;439;979;299;371;87;21;;20;26;52;18;
G80219;Hohenweiler;941;667;7;660;225;77;180;71;59;13;4;;10;3;13;5;
G80220;Kennelbach;1321;943;5;938;273;127;257;104;109;20;3;;4;10;23;8;
G80221;Krumbach;824;582;4;578;222;42;185;45;56;8;2;;3;4;5;6;
G80222;Langen bei Bregenz;1110;844;2;842;328;42;282;65;84;18;8;;6;0;3;6;
G80223;Langenegg;834;618;5;613;255;36;156;48;85;11;5;;6;0;7;4;
G80224;Lauterach;7101;4948;17;4931;1378;682;1422;521;607;126;21;;26;61;67;20;
G80225;Lingenau;1121;862;7;855;327;51;182;110;142;18;4;;9;0;7;5;
G80226;Lochau;4325;2916;8;2908;928;407;620;388;398;43;14;;24;34;37;15;
G80227;Mellau;916;669;5;664;233;31;190;53;137;6;1;;5;0;6;2;
G80228;Mittelberg;2289;1477;3;1474;569;100;357;174;194;33;8;;5;3;17;14;
G80229;Möggers;396;319;1;318;175;26;63;11;31;4;3;;0;0;4;1;
G80230;Reuthe;448;314;0;314;131;20;76;21;50;11;1;;0;0;4;0;
G80231;Riefensberg;698;540;2;538;221;26;179;33;60;7;5;;3;0;3;1;
G80232;Schnepfau;333;224;0;224;107;13;54;14;30;3;0;;1;0;2;0;
G80233;Schoppernau;705;541;2;539;249;17;156;35;69;4;1;;4;0;4;0;
G80234;Schröcken;152;107;0;107;63;6;17;6;9;3;0;;1;0;2;0;
G80235;Schwarzach;2759;2041;7;2034;676;185;510;239;303;52;14;;10;10;26;9;
G80236;Schwarzenberg;1398;1037;7;1030;445;40;215;115;168;16;8;;5;0;13;5;
G80237;Sibratsgfäll;325;272;2;270;133;2;89;20;16;5;3;;1;0;0;1;
G80238;Sulzberg;1260;1015;3;1012;477;53;214;87;130;27;8;;5;1;6;4;
G80239;Warth;119;85;0;85;38;3;18;2;17;4;0;;1;0;2;0;
G80240;Wolfurt;6097;4430;24;4406;1397;513;1062;574;620;98;18;;27;18;59;20;
G80299;Wahlkarten - Bregenz;0;2652;8;2644;690;366;488;399;474;79;21;;24;39;48;16;
G80300;Dornbirn;61352;41451;197;41254;10783;5711;11542;5019;5242;976;215;;239;590;684;253;
G80301;Dornbirn;34110;23029;92;22937;6115;3288;6009;2925;2957;577;126;;130;251;422;137;
G80302;Hohenems;11277;6866;35;6831;1701;927;2198;744;781;156;22;;39;112;103;48;
G80303;Lustenau;15965;10118;63;10055;2657;1272;3071;1131;1224;205;62;;56;204;121;52;
G80399;Wahlkarten - Dornbirn;0;1438;7;1431;310;224;264;219;280;38;5;;14;23;38;16;
G80400;Feldkirch;77391;55406;296;55110;14898;7125;15006;6886;7212;1423;378;;461;424;917;380;
G80401;Altach;5171;3632;16;3616;953;474;1044;425;469;83;22;;23;24;69;30;
G80402;Düns;317;254;0;254;83;13;66;33;42;4;2;;8;1;1;1;
G80403;Dünserberg;115;97;0;97;32;1;45;11;3;2;0;;3;0;0;0;
G80404;Feldkirch;23528;15701;67;15634;3907;2182;4118;2139;2120;395;88;;115;165;313;92;
G80405;Frastanz;4343;2847;15;2832;840;366;789;314;303;62;29;;20;40;51;18;
G80406;Fraxern;552;428;5;423;155;34;117;44;49;17;1;;3;0;2;1;
G80407;Göfis;2528;1899;6;1893;570;210;482;235;250;76;12;;18;1;21;18;
G80408;Götzis;8042;5263;25;5238;1387;797;1465;585;666;114;29;;34;37;81;43;
G80409;Klaus;2278;1647;12;1635;493;189;359;256;238;31;13;;19;13;19;5;
G80410;Koblach;3642;2547;19;2528;661;298;778;250;356;83;25;;25;8;25;19;
G80411;Laterns;528;401;3;398;156;34;115;31;37;9;5;;3;0;4;4;
G80412;Mäder;2984;2041;8;2033;490;252;726;163;250;49;18;;12;21;35;17;
G80413;Meiningen;1702;1209;9;1200;307;148;422;122;138;28;7;;7;2;12;7;
G80414;Rankweil;8448;5635;44;5591;1551;735;1381;794;699;135;42;;49;71;99;35;
G80415;Röns;289;254;2;252;66;26;77;40;32;7;2;;1;0;1;0;
G80416;Röthis;1618;1158;5;1153;350;107;276;164;171;30;6;;15;4;16;14;
G80417;Satteins;2089;1568;10;1558;416;189;498;170;178;27;22;;19;5;25;9;
G80418;Schlins;1764;1302;5;1297;379;181;346;117;175;49;3;;10;8;23;6;
G80419;Schnifis;608;437;5;432;133;47;108;52;46;23;4;;6;1;7;5;
G80420;Sulz;1972;1472;9;1463;411;186;376;193;208;26;13;;13;10;21;6;
G80421;Übersaxen;503;373;2;371;148;17;116;35;44;6;0;;0;1;2;2;
G80422;Viktorsberg;321;246;2;244;97;14;55;18;33;13;2;;3;1;6;2;
G80423;Weiler;1633;1180;7;1173;326;135;351;134;164;29;5;;5;1;13;10;
G80424;Zwischenwasser;2416;1748;6;1742;538;169;525;215;176;49;15;;19;1;20;15;
G80499;Wahlkarten - Feldkirch;0;2067;14;2053;449;321;371;346;365;76;13;;31;9;51;21;
G90000;Wien;1127929;810564;5527;805037;140217;240559;166288;99354;91388;17050;1625;;5147;9053;30845;3511;
G90099;Wahlkarten - Wien;0;87;87;0;0;0;0;0;0;0;0;;0;0;0;0;
G9A000;Wien Innen-Süd;102947;77382;392;76990;12712;23676;10688;12694;10761;1374;156;;540;582;3501;306;
G9A099;Wahlkarten - Wien Innen-Süd;0;1700;10;1690;324;446;200;330;253;38;9;;18;5;61;6;
G9B000;Wien Innen-West;88589;70878;296;70582;12630;20027;7782;13440;11413;1004;132;;521;334;3092;207;
G9B099;Wahlkarten - Wien Innen-West;0;1736;3;1733;325;440;216;319;304;18;4;;19;6;75;7;
G9C000;Wien Innen-Ost;102685;71396;440;70956;9767;23832;12239;10926;7330;1394;144;;400;1170;3499;255;
G9C099;Wahlkarten - Wien Innen-Ost;0;1422;11;1411;190;427;221;275;177;30;4;;12;5;68;2;
G9D000;Wien Süd;216702;140577;1095;139482;21407;45708;37376;10923;10783;3773;280;;680;2830;5108;614;
G9D099;Wahlkarten - Wien Süd;0;2170;19;2151;388;620;501;250;222;44;7;;20;8;85;6;
G9E000;Wien Süd-West;210621;156565;1054;155511;30434;43712;30752;19968;18571;3158;310;;1133;1350;5462;661;
G9E099;Wahlkarten - Wien Süd-West;0;2315;15;2300;422;556;428;425;296;43;2;;22;4;94;8;
G9F000;Wien Nord-West;163019;122791;751;122040;24251;33208;19245;18755;16948;2081;208;;936;979;4977;452;
G9F099;Wahlkarten - Wien Nord-West;0;2299;8;2291;465;533;324;468;321;40;9;;21;4;95;11;
G9G000;Wien Nord;243366;170888;1412;169476;29016;50396;48206;12648;15582;4266;395;;937;1808;5206;1016;
G9G099;Wahlkarten - Wien Nord;0;1826;23;1803;317;474;445;211;213;38;3;;13;11;63;15;
G90100;Wien  1.,Innere Stadt;11140;8465;22;8443;2604;1614;1231;1024;1604;80;12;;59;27;172;16;
G90101;Innere Stadt;11140;8115;22;8093;2507;1546;1205;966;1527;77;12;;54;23;163;13;
G90199;Wahlkarten - Wien  1.,Innere Stadt;0;350;0;350;97;68;26;58;77;3;0;;5;4;9;3;
G90200;Wien  2.,Leopoldstadt;60004;42419;230;42189;5751;13999;6332;7326;4983;753;81;;243;515;2059;147;
G90201;Leopoldstadt;60004;38342;211;38131;5273;12733;6030;6356;4317;680;70;;217;500;1822;133;
G90299;Wahlkarten - Wien  2.,Leopoldstadt;0;4077;19;4058;478;1266;302;970;666;73;11;;26;15;237;14;
G90300;Wien  3.,Landstraße;55118;40599;205;40394;7005;12224;5936;6190;5788;766;75;;290;275;1668;177;
G90301;Landstraße;55118;37876;195;37681;6594;11411;5702;5683;5296;699;70;;266;267;1539;154;
G90399;Wahlkarten - Wien  3.,Landstraße;0;2723;10;2713;411;813;234;507;492;67;5;;24;8;129;23;
G90400;Wien  4.,Wieden;19382;14759;72;14687;2755;4207;1713;2671;2306;205;30;;96;81;575;48;
G90401;Wieden;19382;14060;70;13990;2656;4024;1665;2510;2159;192;30;;94;80;535;45;
G90499;Wahlkarten - Wien  4.,Wieden;0;699;2;697;99;183;48;161;147;13;0;;2;1;40;3;
G90500;Wien  5.,Margareten;28447;20324;105;20219;2628;6799;2839;3503;2414;365;42;;136;221;1197;75;
G90501;Margareten;28447;19261;101;19160;2525;6411;2770;3295;2256;339;41;;127;220;1107;69;
G90599;Wahlkarten - Wien  5.,Margareten;0;1063;4;1059;103;388;69;208;158;26;1;;9;1;90;6;
G90600;Wien  6.,Mariahilf;18904;14392;53;14339;2173;4518;1572;2875;2013;230;22;;107;89;704;36;
G90601;Mariahilf;18904;13371;50;13321;2061;4223;1511;2611;1816;217;20;;100;88;643;31;
G90699;Wahlkarten - Wien  6.,Mariahilf;0;1021;3;1018;112;295;61;264;197;13;2;;7;1;61;5;
G90700;Wien  7.,Neubau;19281;15377;78;15299;2089;4737;1445;3411;2354;231;22;;123;67;771;49;
G90701;Neubau;19281;14593;76;14517;2020;4484;1395;3210;2206;221;22;;120;65;726;48;
G90799;Wahlkarten - Wien  7.,Neubau;0;784;2;782;69;253;50;201;148;10;0;;3;2;45;1;
G90800;Wien  8.,Josefstadt;14839;12057;59;11998;2182;3309;1267;2338;2040;155;29;;88;45;504;41;
G90801;Josefstadt;14839;11473;58;11415;2107;3133;1240;2212;1920;149;27;;84;42;465;36;
G90899;Wahlkarten - Wien  8.,Josefstadt;0;584;1;583;75;176;27;126;120;6;2;;4;3;39;5;
G90900;Wien  9.,Alsergrund;24425;18851;81;18770;3257;5409;2051;3473;3098;290;43;;125;100;866;58;
G90901;Alsergrund;24425;17797;77;17720;3126;5121;1988;3253;2849;275;37;;119;97;799;56;
G90999;Wahlkarten - Wien  9.,Alsergrund;0;1054;4;1050;131;288;63;220;249;15;6;;6;3;67;2;
G91000;Wien 10.,Favoriten;104744;65876;577;65299;10149;21734;17944;4616;4873;1507;128;;281;1565;2223;279;
G91001;Favoriten;104744;63896;556;63340;9878;21063;17591;4396;4635;1444;121;;271;1549;2131;261;
G91099;Wahlkarten - Wien 10.,Favoriten;0;1980;21;1959;271;671;353;220;238;63;7;;10;16;92;18;
G91100;Wien 11.,Simmering;58847;37312;269;37043;5394;11880;11605;2030;2409;1401;66;;139;716;1242;161;
G91101;Simmering;58847;35986;252;35734;5232;11427;11340;1920;2256;1335;64;;135;685;1193;147;
G91199;Wahlkarten - Wien 11.,Simmering;0;1326;17;1309;162;453;265;110;153;66;2;;4;31;49;14;
G91200;Wien 12.,Meidling;53111;35219;230;34989;5476;11474;7326;4027;3279;821;79;;240;541;1558;168;
G91201;Meidling;53111;33826;221;33605;5293;11027;7153;3770;3122;777;78;;231;524;1476;154;
G91299;Wahlkarten - Wien 12.,Meidling;0;1393;9;1384;183;447;173;257;157;44;1;;9;17;82;14;
G91300;Wien 13.,Hietzing;37100;29292;159;29133;7762;6261;4709;4006;4731;517;56;;240;101;647;103;
G91301;Hietzing;37100;27881;145;27736;7444;5966;4568;3765;4435;480;50;;225;98;608;97;
G91399;Wahlkarten - Wien 13.,Hietzing;0;1411;14;1397;318;295;141;241;296;37;6;;15;3;39;6;
G91400;Wien 14.,Penzing;59782;44291;284;44007;8125;12529;8416;6292;5172;919;88;;362;294;1622;188;
G91401;Penzing;59782;42359;271;42088;7881;11909;8178;5953;4881;875;82;;337;286;1532;174;
G91499;Wahlkarten - Wien 14.,Penzing;0;1932;13;1919;244;620;238;339;291;44;6;;25;8;90;14;
G91500;Wien 15.,Rudolfsheim-Fünfhaus;37172;24991;148;24843;2885;8665;4118;4191;2151;513;34;;146;405;1624;111;
